ID,longi,lati,spd,Time
44,73.1242,33.6013,0,"2018-05-26 12:42:54"
43,73.1242,33.6013,0,"2018-05-26 12:42:50"
42,73.1242,33.6013,0,"2018-05-26 12:42:46"
41,73.1242,33.6013,0,"2018-05-26 12:42:39"
40,73.1242,33.6013,0,"2018-05-26 12:42:30"
39,73.1242,33.6013,0,"2018-05-26 12:42:17"
38,73.1242,33.6013,0,"2018-05-26 12:42:07"
37,73.1242,33.6013,0,"2018-05-26 12:42:04"
36,73.1242,33.6013,0,"2018-05-26 12:42:00"
35,73.1242,33.6013,0,"2018-05-26 12:41:56"
34,73.1242,33.6013,0,"2018-05-26 12:41:47"
33,73.1246,33.601,0,"2018-05-26 12:41:31"
32,73.1246,33.601,0,"2018-05-26 12:41:22"
31,73.1246,33.601,0,"2018-05-26 12:41:18"
30,73.1246,33.601,0,"2018-05-26 12:41:14"
29,73.1246,33.601,0,"2018-05-26 12:41:05"
28,73.1246,33.601,0,"2018-05-26 12:41:01"
27,73.1246,33.601,0,"2018-05-26 12:40:57"
26,73.1246,33.601,0,"2018-05-26 12:40:48"
25,73.1246,33.601,0,"2018-05-26 12:40:44"
24,73.1246,33.601,0,"2018-05-26 12:40:35"
23,73.1246,33.601,0,"2018-05-26 12:40:30"
22,73.1246,33.601,0,"2018-05-26 12:40:26"
21,73.1246,33.601,0,"2018-05-26 12:40:22"
20,73.1246,33.601,0,"2018-05-26 12:40:18"
19,73.1246,33.601,0,"2018-05-26 12:40:14"
18,73.1246,33.601,0,"2018-05-26 12:40:10"
17,73.1246,33.601,0,"2018-05-26 12:40:07"
16,73.1246,33.601,0,"2018-05-26 12:40:02"
15,73.1246,33.601,0,"2018-05-26 12:39:58"
14,73.1246,33.601,0,"2018-05-26 12:39:54"
13,73.1246,33.601,0,"2018-05-26 12:39:50"
12,73.1246,33.601,0,"2018-05-26 12:39:46"
11,73.1246,33.601,0,"2018-05-26 12:39:42"
10,73.1246,33.601,0,"2018-05-26 12:39:38"
9,73.1246,33.601,0,"2018-05-26 12:39:34"
8,73.1229,33.6011,0,"2018-05-26 12:36:58"
7,73.1229,33.6011,0,"2018-05-26 12:36:49"
6,73.1229,33.6011,0,"2018-05-26 12:36:31"
5,73.1228,33.6011,0,"2018-05-26 12:36:27"
4,73.1228,33.6011,0,"2018-05-26 12:36:23"
3,73.1224,33.6013,0,"2018-05-26 12:36:18"
2,73.1224,33.6013,0,"2018-05-26 12:36:09"
1,73.1219,33.6011,0,"2018-05-26 12:36:01"
